Time,Open,High,Low,Close,Volume
2025-06-05 00:00:00,0.88781,0.88781,0.88635,0.88664,368
2025-06-05 01:00:00,0.88664,0.88792,0.88664,0.88791,860
2025-06-05 02:00:00,0.88791,0.88799,0.88757,0.88772,1611
2025-06-05 03:00:00,0.88772,0.889,0.88769,0.88877,3086
2025-06-05 04:00:00,0.88877,0.88975,0.88841,0.88874,3812
2025-06-05 05:00:00,0.88874,0.88888,0.88784,0.88833,2707
2025-06-05 06:00:00,0.88832,0.88844,0.88724,0.88757,2767
2025-06-05 07:00:00,0.88757,0.88802,0.88732,0.888,2159
2025-06-05 08:00:00,0.888,0.88824,0.8875,0.88772,2315
2025-06-05 09:00:00,0.88772,0.88834,0.88745,0.88775,2788
2025-06-05 10:00:00,0.88775,0.889,0.88756,0.88858,2939
2025-06-05 11:00:00,0.88858,0.88892,0.88796,0.88874,2565
2025-06-05 12:00:00,0.88874,0.88972,0.88872,0.889,2821
2025-06-05 13:00:00,0.889,0.88939,0.88886,0.88899,2523
2025-06-05 14:00:00,0.88899,0.88944,0.88873,0.889,2709
2025-06-05 15:00:00,0.88899,0.89054,0.88854,0.88985,5457
2025-06-05 16:00:00,0.88985,0.89187,0.88937,0.89044,6161
2025-06-05 17:00:00,0.89044,0.89111,0.8895,0.89059,5759
2025-06-05 18:00:00,0.89058,0.89077,0.88974,0.89039,4849
2025-06-05 19:00:00,0.89039,0.89086,0.8897,0.89009,3673
2025-06-05 20:00:00,0.89009,0.89016,0.88952,0.88978,2361
2025-06-05 21:00:00,0.88978,0.88978,0.88923,0.88924,2544
2025-06-05 22:00:00,0.88924,0.88959,0.8889,0.88909,2989
2025-06-05 23:00:00,0.88909,0.8897,0.88899,0.88934,1263
2025-06-06 00:00:00,0.8893,0.88938,0.8888,0.88909,450
2025-06-06 01:00:00,0.88909,0.88981,0.889,0.88981,809
2025-06-06 02:00:00,0.88981,0.89,0.88955,0.8897,1131
2025-06-06 03:00:00,0.8897,0.89038,0.88932,0.88951,2924
2025-06-06 04:00:00,0.88951,0.8899,0.88852,0.88865,3131
2025-06-06 05:00:00,0.88865,0.88869,0.88744,0.88774,2749
2025-06-06 06:00:00,0.88774,0.88828,0.88769,0.88818,2566
2025-06-06 07:00:00,0.88818,0.88857,0.88796,0.88846,1913
2025-06-06 08:00:00,0.88846,0.88848,0.88773,0.8881,2206
2025-06-06 09:00:00,0.8881,0.88811,0.88743,0.88774,2564
2025-06-06 10:00:00,0.88774,0.88874,0.88756,0.88829,3559
2025-06-06 11:00:00,0.88829,0.88829,0.8873,0.88773,2907
2025-06-06 12:00:00,0.88775,0.88803,0.88756,0.88759,2375
2025-06-06 13:00:00,0.88759,0.88814,0.88731,0.88811,2256
2025-06-06 14:00:00,0.88811,0.88893,0.88808,0.88854,2340
2025-06-06 15:00:00,0.88854,0.88931,0.88731,0.88818,6925
2025-06-06 16:00:00,0.88818,0.88899,0.88759,0.88818,7145
2025-06-06 17:00:00,0.88821,0.88899,0.88746,0.88784,6276
2025-06-06 18:00:00,0.88785,0.88917,0.88741,0.88892,4433
2025-06-06 19:00:00,0.88892,0.88929,0.88853,0.88882,3072
2025-06-06 20:00:00,0.88882,0.88942,0.88881,0.889,2796
2025-06-06 21:00:00,0.889,0.8899,0.88897,0.8897,2532
2025-06-06 22:00:00,0.8897,0.89018,0.88963,0.88965,1722
2025-06-06 23:00:00,0.88965,0.88998,0.889,0.88915,1178
2025-06-09 00:00:00,0.88791,0.88959,0.88791,0.88931,383
2025-06-09 01:00:00,0.88931,0.88998,0.88916,0.88984,1175
2025-06-09 02:00:00,0.88984,0.89027,0.88972,0.8898,1139
2025-06-09 03:00:00,0.8898,0.8904,0.88936,0.88981,2350
2025-06-09 04:00:00,0.88981,0.89113,0.88976,0.89096,2894
2025-06-09 05:00:00,0.89096,0.89172,0.89068,0.89077,2606
2025-06-09 06:00:00,0.89077,0.89141,0.89069,0.89118,1817
2025-06-09 07:00:00,0.89118,0.89147,0.891,0.89141,1597
2025-06-09 08:00:00,0.89141,0.8919,0.89093,0.89134,1798
2025-06-09 09:00:00,0.89134,0.89187,0.89096,0.89167,2545
2025-06-09 10:00:00,0.89167,0.89194,0.89131,0.89187,2678
2025-06-09 11:00:00,0.89187,0.89335,0.89185,0.89273,3106
2025-06-09 12:00:00,0.89273,0.89306,0.89248,0.89258,2336
2025-06-09 13:00:00,0.89258,0.89289,0.89207,0.89223,1952
2025-06-09 14:00:00,0.89223,0.8925,0.89165,0.89189,2637
2025-06-09 15:00:00,0.89189,0.89193,0.8911,0.89142,2740
2025-06-09 16:00:00,0.89142,0.8922,0.89062,0.89203,3776
2025-06-09 17:00:00,0.89203,0.893,0.89176,0.89191,4059
2025-06-09 18:00:00,0.89191,0.89281,0.89186,0.89236,2936
2025-06-09 19:00:00,0.89236,0.8924,0.8917,0.89186,1772
2025-06-09 20:00:00,0.89186,0.89262,0.89146,0.89247,1810
2025-06-09 21:00:00,0.89247,0.89289,0.89233,0.89234,1607
2025-06-09 22:00:00,0.89234,0.89252,0.89208,0.89212,1494
2025-06-09 23:00:00,0.89212,0.89268,0.89203,0.89255,974
2025-06-10 00:00:00,0.89253,0.89254,0.89136,0.8922,547
2025-06-10 01:00:00,0.8922,0.89283,0.8922,0.89265,888
2025-06-10 02:00:00,0.89265,0.89287,0.89247,0.8928,1200
2025-06-10 03:00:00,0.89279,0.89318,0.89261,0.89282,2600
2025-06-10 04:00:00,0.89282,0.89358,0.89239,0.8928,3524
2025-06-10 05:00:00,0.8928,0.89352,0.89165,0.89338,3125
2025-06-10 06:00:00,0.89339,0.89466,0.89314,0.8944,2570
2025-06-10 07:00:00,0.8944,0.89473,0.89377,0.89377,1940
2025-06-10 08:00:00,0.89378,0.89418,0.89193,0.89235,4272
2025-06-10 09:00:00,0.89233,0.89307,0.89144,0.89144,4513
2025-06-10 10:00:00,0.89144,0.892,0.89073,0.89188,4847
2025-06-10 11:00:00,0.89188,0.89303,0.8917,0.89291,2920
2025-06-10 12:00:00,0.89291,0.89298,0.89218,0.89279,2995
2025-06-10 13:00:00,0.89279,0.8931,0.89231,0.89236,2792
2025-06-10 14:00:00,0.89236,0.8928,0.89199,0.8927,2963
2025-06-10 15:00:00,0.8927,0.89301,0.89203,0.89215,3461
2025-06-10 16:00:00,0.89215,0.89363,0.89208,0.89297,4469
2025-06-10 17:00:00,0.89297,0.89325,0.89226,0.89246,4603
2025-06-10 18:00:00,0.89245,0.89256,0.89137,0.89223,3588
2025-06-10 19:00:00,0.89223,0.89235,0.89143,0.89227,2196
2025-06-10 20:00:00,0.89227,0.89241,0.89171,0.89218,2105
2025-06-10 21:00:00,0.89218,0.8925,0.89193,0.89246,1934
2025-06-10 22:00:00,0.89246,0.89286,0.89194,0.89204,1916
2025-06-10 23:00:00,0.89204,0.89228,0.89143,0.89147,1223
2025-06-11 00:00:00,0.89127,0.89143,0.89054,0.89112,716
2025-06-11 01:00:00,0.89112,0.89218,0.8911,0.89196,1052
2025-06-11 02:00:00,0.89196,0.89262,0.89175,0.89238,2325
2025-06-11 03:00:00,0.89238,0.89238,0.89044,0.89058,3493
2025-06-11 04:00:00,0.89058,0.89138,0.8892,0.88944,3298
2025-06-11 05:00:00,0.88944,0.89013,0.88938,0.88977,2353
2025-06-11 06:00:00,0.88977,0.89099,0.88896,0.89098,1463
2025-06-11 07:00:00,0.89098,0.89126,0.8906,0.89077,1861
2025-06-11 08:00:00,0.89077,0.89148,0.89064,0.89126,1554
2025-06-11 09:00:00,0.89126,0.89134,0.89046,0.89098,2556
2025-06-11 10:00:00,0.891,0.89124,0.89026,0.89045,3290
2025-06-11 11:00:00,0.89044,0.89095,0.89036,0.89066,2926
2025-06-11 12:00:00,0.89065,0.89179,0.89044,0.89115,3261
2025-06-11 13:00:00,0.89115,0.89138,0.89061,0.89075,2699
2025-06-11 14:00:00,0.89076,0.89084,0.88981,0.88996,2676
2025-06-11 15:00:00,0.88997,0.89378,0.88882,0.89201,6753
2025-06-11 16:00:00,0.89201,0.89211,0.8902,0.89072,6269
2025-06-11 17:00:00,0.89074,0.89168,0.89046,0.89091,4435
2025-06-11 18:00:00,0.89091,0.89122,0.89072,0.89083,3452
2025-06-11 19:00:00,0.89083,0.89124,0.89051,0.89064,2455
2025-06-11 20:00:00,0.89064,0.89134,0.89035,0.89039,2232
2025-06-11 21:00:00,0.89039,0.89042,0.88878,0.88911,3955
2025-06-11 22:00:00,0.88911,0.88919,0.88796,0.88823,2518
2025-06-11 23:00:00,0.88823,0.88908,0.88813,0.88867,1373
2025-06-12 00:00:00,0.88842,0.88872,0.88752,0.88854,363
2025-06-12 01:00:00,0.88854,0.8892,0.8884,0.88911,1195
2025-06-12 02:00:00,0.88911,0.88969,0.8888,0.88939,1708
2025-06-12 03:00:00,0.88939,0.88956,0.88838,0.88847,3638
2025-06-12 04:00:00,0.88847,0.8891,0.88619,0.88716,4082
2025-06-12 05:00:00,0.88716,0.88755,0.88644,0.8874,2849
2025-06-12 06:00:00,0.8874,0.88875,0.88723,0.88802,2717
2025-06-12 07:00:00,0.88802,0.88822,0.88677,0.88679,2153
2025-06-12 08:00:00,0.88679,0.88764,0.8866,0.88745,2429
2025-06-12 09:00:00,0.88745,0.88762,0.88664,0.88697,3613
2025-06-12 10:00:00,0.88697,0.8872,0.88551,0.88576,4388
2025-06-12 11:00:00,0.88576,0.88798,0.88569,0.88776,3913
2025-06-12 12:00:00,0.88776,0.88811,0.88653,0.88691,3923
2025-06-12 13:00:00,0.88691,0.88861,0.88652,0.88846,4532
2025-06-12 14:00:00,0.88846,0.88863,0.88755,0.88827,3305
2025-06-12 15:00:00,0.88827,0.88975,0.88716,0.88868,5116
2025-06-12 16:00:00,0.8887,0.88879,0.88762,0.88785,5403
2025-06-12 17:00:00,0.88785,0.88863,0.88764,0.88831,4853
2025-06-12 18:00:00,0.88831,0.88871,0.8875,0.88815,4432
2025-06-12 19:00:00,0.88815,0.88838,0.88773,0.88809,2800
2025-06-12 20:00:00,0.88809,0.88835,0.88773,0.88774,2175
2025-06-12 21:00:00,0.88774,0.88809,0.88761,0.88807,1557
2025-06-12 22:00:00,0.88809,0.88825,0.88788,0.88809,1286
2025-06-12 23:00:00,0.88809,0.88854,0.88784,0.88829,1429
2025-06-13 00:00:00,0.88825,0.88833,0.88747,0.88772,431
2025-06-13 01:00:00,0.88772,0.88861,0.88764,0.8884,779
2025-06-13 02:00:00,0.8884,0.88843,0.88738,0.88741,1686
2025-06-13 03:00:00,0.88739,0.88744,0.88147,0.88261,9502
2025-06-13 04:00:00,0.88261,0.8841,0.88042,0.88351,7003
2025-06-13 05:00:00,0.88352,0.88488,0.88227,0.88268,5702
2025-06-13 06:00:00,0.88268,0.88397,0.88253,0.88345,4384
2025-06-13 07:00:00,0.88346,0.88363,0.88266,0.88303,3015
2025-06-13 08:00:00,0.88303,0.88421,0.88264,0.88311,3639
2025-06-13 09:00:00,0.88311,0.88421,0.8821,0.88286,5101
2025-06-13 10:00:00,0.88286,0.88382,0.88215,0.88283,5662
2025-06-13 11:00:00,0.88283,0.88428,0.8827,0.88355,4662
2025-06-13 12:00:00,0.88354,0.88421,0.88285,0.88331,4249
2025-06-13 13:00:00,0.88331,0.88333,0.88157,0.88201,4776
2025-06-13 14:00:00,0.88201,0.88373,0.88183,0.8828,4142
2025-06-13 15:00:00,0.8828,0.88311,0.88178,0.88214,3576
2025-06-13 16:00:00,0.88212,0.88312,0.88127,0.883,5270
2025-06-13 17:00:00,0.88293,0.88391,0.88277,0.88342,6002
2025-06-13 18:00:00,0.88342,0.88478,0.88299,0.88393,4555
2025-06-13 19:00:00,0.88393,0.88482,0.88386,0.88481,3211
2025-06-13 20:00:00,0.88482,0.8849,0.88342,0.88355,3225
2025-06-13 21:00:00,0.88355,0.88389,0.88146,0.88224,4037
2025-06-13 22:00:00,0.88223,0.88259,0.88179,0.88208,3182
2025-06-13 23:00:00,0.88209,0.88217,0.88088,0.88124,2312
2025-06-16 00:00:00,0.87944,0.88207,0.87944,0.88087,724
2025-06-16 01:00:00,0.88087,0.88192,0.87992,0.88116,6742
2025-06-16 02:00:00,0.88116,0.88182,0.88092,0.88174,3466
2025-06-16 03:00:00,0.88174,0.88244,0.88153,0.88203,4214
2025-06-16 04:00:00,0.88202,0.88211,0.88049,0.88114,4978
2025-06-16 05:00:00,0.88115,0.88173,0.88076,0.88096,4517
2025-06-16 06:00:00,0.88095,0.88123,0.87976,0.8808,3925
2025-06-16 07:00:00,0.8808,0.88177,0.88078,0.88148,3118
2025-06-16 08:00:00,0.88149,0.8827,0.88148,0.88252,4175
2025-06-16 09:00:00,0.8825,0.88379,0.88213,0.88327,4653
2025-06-16 10:00:00,0.8832,0.88431,0.88289,0.88327,4481
2025-06-16 11:00:00,0.88327,0.88416,0.88296,0.88388,3248
2025-06-16 12:00:00,0.88388,0.8843,0.88355,0.88426,3120
2025-06-16 13:00:00,0.88426,0.88466,0.88395,0.88428,3035
2025-06-16 14:00:00,0.88428,0.88517,0.88414,0.88506,2846
2025-06-16 15:00:00,0.88506,0.88545,0.88436,0.88505,3837
2025-06-16 16:00:00,0.88505,0.88655,0.88453,0.8865,5452
2025-06-16 17:00:00,0.88652,0.88737,0.88605,0.88676,6006
2025-06-16 18:00:00,0.88676,0.887,0.88582,0.8859,4499
2025-06-16 19:00:00,0.8859,0.88736,0.8859,0.88721,2621
2025-06-16 20:00:00,0.88721,0.88735,0.88635,0.88646,2563
2025-06-16 21:00:00,0.88647,0.88666,0.88621,0.88627,2160
2025-06-16 22:00:00,0.88627,0.88647,0.88551,0.88561,2026
2025-06-16 23:00:00,0.88561,0.88598,0.88495,0.88515,1223
2025-06-17 00:00:00,0.88511,0.88511,0.88366,0.88492,644
2025-06-17 01:00:00,0.88492,0.88534,0.88432,0.88448,1900
2025-06-17 02:00:00,0.88448,0.88534,0.88327,0.88371,2074
2025-06-17 03:00:00,0.88372,0.88428,0.88301,0.88422,5000
2025-06-17 04:00:00,0.8842,0.88564,0.88382,0.88548,4052
2025-06-17 05:00:00,0.88548,0.88621,0.88485,0.88615,4467
2025-06-17 06:00:00,0.88615,0.88665,0.88546,0.88649,4109
2025-06-17 07:00:00,0.8865,0.88716,0.88605,0.88694,2970
2025-06-17 08:00:00,0.88694,0.88732,0.88646,0.88663,2954
2025-06-17 09:00:00,0.88663,0.88825,0.88619,0.88758,4158
2025-06-17 10:00:00,0.88758,0.88812,0.88672,0.88722,4552
2025-06-17 11:00:00,0.88722,0.8877,0.88629,0.88649,3479
2025-06-17 12:00:00,0.88648,0.8873,0.88526,0.88537,4126
2025-06-17 13:00:00,0.88537,0.8866,0.88536,0.88652,2764
2025-06-17 14:00:00,0.88652,0.88708,0.88617,0.88644,3307
2025-06-17 15:00:00,0.88643,0.88704,0.88503,0.88575,4618
2025-06-17 16:00:00,0.88575,0.88792,0.8856,0.88745,4824
2025-06-17 17:00:00,0.88745,0.88756,0.88431,0.88457,6220
2025-06-17 18:00:00,0.88457,0.88499,0.88391,0.88494,4103
2025-06-17 19:00:00,0.88494,0.88552,0.88377,0.88391,3723
2025-06-17 20:00:00,0.88391,0.88425,0.88228,0.88262,4413
2025-06-17 21:00:00,0.88262,0.88331,0.88209,0.88294,3915
2025-06-17 22:00:00,0.88292,0.88356,0.88262,0.8834,2637
2025-06-17 23:00:00,0.8834,0.88624,0.8834,0.88544,3120
2025-06-18 00:00:00,0.88515,0.88596,0.88396,0.88537,1013
2025-06-18 01:00:00,0.88537,0.8858,0.88505,0.88545,1512
2025-06-18 02:00:00,0.88545,0.88698,0.88539,0.88681,2072
2025-06-18 03:00:00,0.88681,0.88701,0.88603,0.88654,5224
2025-06-18 04:00:00,0.88654,0.88773,0.88651,0.88673,5111
2025-06-18 05:00:00,0.88673,0.88729,0.88616,0.88685,3870
2025-06-18 06:00:00,0.88683,0.88723,0.88658,0.88703,2393
2025-06-18 07:00:00,0.88703,0.8885,0.88685,0.88831,2622
2025-06-18 08:00:00,0.8883,0.88858,0.88785,0.88803,2972
2025-06-18 09:00:00,0.88803,0.88937,0.88792,0.88879,4143
2025-06-18 10:00:00,0.88879,0.88903,0.88757,0.88767,3697
2025-06-18 11:00:00,0.88767,0.88838,0.88747,0.88802,3500
2025-06-18 12:00:00,0.88802,0.88865,0.88769,0.88815,2922
2025-06-18 13:00:00,0.88815,0.88839,0.88664,0.88679,3545
2025-06-18 14:00:00,0.88679,0.88804,0.88675,0.88797,2507
2025-06-18 15:00:00,0.88797,0.88813,0.88639,0.88698,3770
2025-06-18 16:00:00,0.88697,0.88898,0.88679,0.88805,4869
2025-06-18 17:00:00,0.88805,0.89235,0.88784,0.89193,7103
2025-06-18 18:00:00,0.89193,0.89258,0.89137,0.89202,4532
2025-06-18 19:00:00,0.89202,0.89202,0.89087,0.89098,2949
2025-06-18 20:00:00,0.89099,0.89133,0.89053,0.8906,2697
2025-06-18 21:00:00,0.89056,0.89272,0.89007,0.89021,9830
2025-06-18 22:00:00,0.89022,0.89116,0.88964,0.8911,6523
2025-06-18 23:00:00,0.8911,0.89142,0.89098,0.89116,2022
2025-06-19 00:00:00,0.89105,0.89105,0.88907,0.89002,497
2025-06-19 01:00:00,0.89002,0.8914,0.88995,0.89102,1081
2025-06-19 02:00:00,0.89102,0.89137,0.89093,0.891,1863
2025-06-19 03:00:00,0.891,0.89141,0.88983,0.8901,4005
2025-06-19 04:00:00,0.8901,0.89019,0.88804,0.88891,5425
2025-06-19 05:00:00,0.88891,0.88963,0.88823,0.88899,3713
2025-06-19 06:00:00,0.88899,0.89022,0.88888,0.89,3697
2025-06-19 07:00:00,0.89,0.89006,0.88897,0.88933,2998
2025-06-19 08:00:00,0.88933,0.88938,0.88683,0.88713,3508
2025-06-19 09:00:00,0.88713,0.88778,0.88672,0.88769,4342
2025-06-19 10:00:00,0.88769,0.88801,0.88673,0.88699,4414
2025-06-19 11:00:00,0.88699,0.88794,0.88686,0.88749,4282
2025-06-19 12:00:00,0.88749,0.88788,0.88647,0.88652,3498
2025-06-19 13:00:00,0.88652,0.88727,0.88615,0.88621,2665
2025-06-19 14:00:00,0.88621,0.88691,0.88555,0.88643,2920
2025-06-19 15:00:00,0.88643,0.88678,0.88596,0.88639,3133
2025-06-19 16:00:00,0.88638,0.88713,0.886,0.8864,3799
2025-06-19 17:00:00,0.88639,0.8872,0.88572,0.88654,4837
2025-06-19 18:00:00,0.88654,0.88703,0.88622,0.8865,2507
2025-06-19 19:00:00,0.88646,0.88659,0.88583,0.88592,1606
2025-06-19 20:00:00,0.88592,0.88775,0.88589,0.88766,1450
2025-06-19 21:00:00,0.88766,0.88794,0.88726,0.88753,1532
2025-06-19 22:00:00,0.88753,0.8878,0.88707,0.88723,1279
2025-06-19 23:00:00,0.88723,0.88772,0.88709,0.88758,1294
2025-06-20 00:00:00,0.88753,0.88753,0.88591,0.88656,466
2025-06-20 01:00:00,0.88656,0.88833,0.88643,0.88793,1516
2025-06-20 02:00:00,0.88793,0.88842,0.88793,0.8882,2140
2025-06-20 03:00:00,0.88819,0.88895,0.88789,0.88812,4308
2025-06-20 04:00:00,0.88811,0.88842,0.88691,0.88717,4991
2025-06-20 05:00:00,0.88717,0.88821,0.88701,0.88817,3186
2025-06-20 06:00:00,0.88817,0.8889,0.88811,0.88877,3404
2025-06-20 07:00:00,0.88877,0.88921,0.88846,0.88876,2162
2025-06-20 08:00:00,0.88876,0.88915,0.88856,0.88905,2823
2025-06-20 09:00:00,0.88904,0.88918,0.8873,0.8876,4024
2025-06-20 10:00:00,0.8876,0.88882,0.88734,0.88878,3580
2025-06-20 11:00:00,0.88876,0.88884,0.88789,0.88854,3447
2025-06-20 12:00:00,0.88855,0.88939,0.8885,0.88917,2528
2025-06-20 13:00:00,0.88917,0.8892,0.88834,0.88907,2332
2025-06-20 14:00:00,0.88907,0.88977,0.88864,0.88925,2672
2025-06-20 15:00:00,0.88925,0.89057,0.88922,0.89026,4443
2025-06-20 16:00:00,0.89026,0.89051,0.88852,0.88883,4345
2025-06-20 17:00:00,0.88883,0.88917,0.88723,0.88769,5482
2025-06-20 18:00:00,0.88769,0.88836,0.88648,0.88665,4660
2025-06-20 19:00:00,0.88665,0.88723,0.88626,0.88673,3015
2025-06-20 20:00:00,0.88673,0.88697,0.88592,0.8862,2634
2025-06-20 21:00:00,0.8862,0.88644,0.8859,0.88604,2843
2025-06-20 22:00:00,0.88604,0.8862,0.88571,0.88608,1942
2025-06-20 23:00:00,0.88608,0.88654,0.8851,0.88528,1731
2025-06-23 00:00:00,0.88228,0.88445,0.88226,0.88289,1437
2025-06-23 01:00:00,0.88289,0.88549,0.88141,0.88512,4104
2025-06-23 02:00:00,0.88511,0.8861,0.8851,0.88569,3194
2025-06-23 03:00:00,0.88569,0.88573,0.88441,0.88513,5444
2025-06-23 04:00:00,0.88512,0.88582,0.8835,0.88423,5749
2025-06-23 05:00:00,0.88423,0.88455,0.88213,0.88233,4401
2025-06-23 06:00:00,0.88233,0.88263,0.88069,0.8814,4246
2025-06-23 07:00:00,0.8814,0.88207,0.88094,0.88121,3290
2025-06-23 08:00:00,0.88121,0.88195,0.88104,0.88176,4075
2025-06-23 09:00:00,0.88176,0.88367,0.88161,0.88353,4667
2025-06-23 10:00:00,0.88353,0.88418,0.88297,0.8831,4604
2025-06-23 11:00:00,0.8831,0.88392,0.88193,0.88213,4203
2025-06-23 12:00:00,0.88213,0.88224,0.87992,0.88,5274
2025-06-23 13:00:00,0.88,0.88046,0.87955,0.87966,3848
2025-06-23 14:00:00,0.87966,0.88028,0.87902,0.88026,3438
2025-06-23 15:00:00,0.88026,0.88093,0.87957,0.8808,4228
2025-06-23 16:00:00,0.8808,0.88168,0.87966,0.88121,5889
2025-06-23 17:00:00,0.88124,0.88365,0.88124,0.88344,7718
2025-06-23 18:00:00,0.88344,0.88448,0.88295,0.88444,5546
2025-06-23 19:00:00,0.88444,0.88514,0.88288,0.88422,6246
2025-06-23 20:00:00,0.88422,0.88708,0.88399,0.8867,5887
2025-06-23 21:00:00,0.8867,0.88717,0.88631,0.88684,3925
2025-06-23 22:00:00,0.88684,0.88693,0.88617,0.88674,1720
2025-06-23 23:00:00,0.88673,0.8875,0.88663,0.88708,1438
2025-06-24 00:00:00,0.8869,0.8869,0.88548,0.88631,199
2025-06-24 01:00:00,0.88631,0.8893,0.88624,0.88871,2571
2025-06-24 02:00:00,0.88871,0.8902,0.88842,0.88925,3125
2025-06-24 03:00:00,0.88925,0.89005,0.88861,0.88961,5553
2025-06-24 04:00:00,0.88961,0.8901,0.88896,0.88965,4883
